Country,Code,Year, Ambient pollution,Underweight,Household air pollution,No handwashing facility,Secondhand smoke,Vitamin A deficiency,Zinc deficiency ,Short gestation,Non-exclusive breastfeeding,Low birth weight,Child wasting , Child stunting
Taiwan,TWN,1998,19.18,2.07,5.31,1.42,20.86,2.67,1.57,5.06,5.43,3.11,43.31,5.83
Taiwan,TWN,1999,17.44,1.8,4.35,1.23,18.35,2.32,1.44,4.77,4.94,2.98,38,5.06
Taiwan,TWN,2000,17.02,1.69,3.75,1.14,17.36,2.2,1.45,4.7,4.53,3,35.98,4.77
Taiwan,TWN,2001,14.91,1.44,2.92,0.95,14.7,1.92,1.36,3.8,3.55,2.49,30.82,4.09
Taiwan,TWN,2002,14.03,1.32,2.44,0.86,13.34,1.83,1.32,3.35,3.21,2.2,28.45,3.75
Taiwan,TWN,2003,12.67,1.16,2.01,0.75,11.64,1.67,1.17,2.95,2.9,1.9,25.3,3.29
Taiwan,TWN,2004,13.45,1.2,1.95,0.78,11.93,1.79,1.19,3.14,3.09,2.05,26.39,3.39
Taiwan,TWN,2005,12.55,1.09,1.66,0.7,10.79,1.66,1.08,3.07,2.89,2.02,24.19,3.07
Taiwan,TWN,2006,11.77,1,1.42,0.63,9.75,1.52,0.98,2.96,2.77,1.95,22.3,2.8
Taiwan,TWN,2007,11.97,1,1.31,0.62,9.54,1.51,0.97,2.96,2.8,1.98,22.47,2.8
Taiwan,TWN,2008,12.82,1.07,1.33,0.64,9.86,1.59,1,2.99,3.04,2,24.13,2.98
Taiwan,TWN,2009,11.56,0.96,1.1,0.56,8.6,1.4,0.89,2.62,2.74,1.76,21.67,2.66
Taiwan,TWN,2010,11.6,0.95,1.01,0.56,8.42,1.38,0.84,2.71,2.93,1.81,21.63,2.64
Taiwan,TWN,2011,14.48,1.15,1.13,0.69,10.14,1.69,0.96,3.49,3.88,2.36,26.41,3.18
Taiwan,TWN,2012,13.35,1.13,1.06,0.67,9.75,1.68,0.91,3.25,3.84,2.16,26.08,3.11
Taiwan,TWN,2013,11.55,0.97,0.83,0.59,8.22,1.45,0.8,2.79,3.26,1.9,22.31,2.66
Taiwan,TWN,2014,11.74,1.02,0.82,0.62,8.59,1.55,0.86,3.01,3.53,2.03,23.64,2.8
Taiwan,TWN,2015,12.51,1.09,0.84,0.67,9.18,1.69,0.94,3.36,3.83,2.3,25.46,3
Taiwan,TWN,2016,11.39,1.06,0.77,0.64,8.74,1.67,0.95,3.04,3.64,2.08,24.65,2.91
Taiwan,TWN,2017,10.11,0.93,0.63,0.56,7.7,1.51,0.89,2.68,3.18,1.84,21.83,2.58
Tajikistan,TJK,1990,1084.49,728.21,1963.39,315.31,989.17,401.07,180.41,667.38,445.08,302.66,3399.44,1297.98
Tajikistan,TJK,1991,1064.7,676.76,1812.59,291.65,900.45,380.85,171.13,643.15,433.62,290.93,3207.45,1221
Tajikistan,TJK,1992,1042.3,637,1713.2,278.34,829.58,365.92,165.14,629.49,427.27,284.15,3058.55,1163.6
Tajikistan,TJK,1993,1016.23,605.34,1635.55,268.69,769.13,354.32,160.42,616.66,423.9,277.49,2934.2,1118.33
Tajikistan,TJK,1994,990.82,585.4,1584.28,264.82,720.43,347.58,158.73,599.34,423.39,268.53,2854.5,1088.69
Tajikistan,TJK,1995,937.24,559.14,1520.74,258.4,664.17,335.48,154.31,572.55,414.82,255.43,2729.16,1043.59
Tajikistan,TJK,1996,889.72,533.62,1456.76,252.58,607.58,329.64,150.88,538.29,403.61,239.24,2606.96,998.45
Tajikistan,TJK,1997,841.94,509.78,1381.57,246.58,554.34,332.83,146.58,503.17,390.61,223.1,2507.34,956.75
Tajikistan,TJK,1998,791.84,484.84,1303.97,240.72,504.75,336.47,141.55,471.33,375.45,208.5,2417.85,913.79
Tajikistan,TJK,1999,743.37,463.83,1242.9,237.06,464.02,337.57,137.84,445.49,362.8,196.68,2355.54,876.48
Tajikistan,TJK,2000,697.09,436.76,1158.46,230.18,425.35,325.11,133.01,425.02,346.39,187.88,2268.2,828.97
Tajikistan,TJK,2001,670.62,406.57,1066.99,220.71,389.79,303.66,117.59,407.75,327.19,180.73,2181.92,775.41
Tajikistan,TJK,2002,643.78,375.8,981.73,209.65,358.1,281.56,104.42,390.1,308.86,173.59,2118.66,722.55
Tajikistan,TJK,2003,620.93,344.58,890.64,197.61,329.54,259.17,92.58,371.35,290.66,165.8,2059.7,671.46
Tajikistan,TJK,2004,602.46,320.38,819.22,188.28,309.43,241.1,83.72,355.49,276.43,159.2,2028.67,632.02
Tajikistan,TJK,2005,583.5,301.59,770.16,181.42,296.67,226.21,76.88,345.61,266.02,155.01,2006.18,600.42
Tajikistan,TJK,2006,601.99,290.79,727.65,178.97,293.64,215.46,71.67,349.96,263.32,157.68,2018.3,582.91
Tajikistan,TJK,2007,618.05,280.75,691.04,176.76,291.67,203.65,66.91,355.14,262.29,160.84,2034.24,565.59
Tajikistan,TJK,2008,635.81,275.44,673.39,174.51,293.98,194.82,63.74,363.21,265.04,165.24,2077.15,555.91
Tajikistan,TJK,2009,658.59,272.94,658.84,173.42,298.85,189.06,62,375.08,269.84,171.54,2128.38,551.95
Tajikistan,TJK,2010,683.74,273.56,646.73,174.5,305.67,188.24,60.48,387.99,276.04,178.22,2183.06,553.66
Tajikistan,TJK,2011,749.88,275.4,624,176.6,312.9,190.21,60.47,400.48,282.74,184.35,2235.39,558.43
Tajikistan,TJK,2012,723.88,278.17,639.72,179.34,321.13,193.26,60.68,413.64,290.17,190.74,2295,565.28
Tajikistan,TJK,2013,769.56,284.99,646.29,182.97,333.92,199.23,61.87,431.82,301.54,199.53,2386.36,580.05
Tajikistan,TJK,2014,751.21,283.9,655.27,180.98,337.29,199.73,60.84,439.79,305.12,203.62,2407.4,577.68
Tajikistan,TJK,2015,765.75,279.26,632.01,176.14,335.47,197.74,59.33,438.05,303.52,203.21,2394.56,567.1
Tajikistan,TJK,2016,713.44,272.45,632.48,170.09,331.13,194.12,57.15,437.54,299.31,203.61,2355.47,551.65
Tajikistan,TJK,2017,718.8,262.28,600.29,161.77,321.37,188.11,54.55,426.65,290.28,198.92,2279.83,529.88
Tanzania,TZA,1990,1856.86,4791.44,16591.22,5210.4,2555.47,3951.3,623.84,3129.15,3075.75,1425.46,20314.64,7052.43
Tanzania,TZA,1991,1869.85,4883.21,16366.73,5167.86,2540.51,3777.58,632.58,3039.96,3069.31,1476.05,20307.31,6973.59
Tanzania,TZA,1992,1855.36,4985.34,16376.32,5161.33,2540.17,3634.52,648.31,2965.23,3046.01,1527.21,20392.76,6951.17
Tanzania,TZA,1993,1898.97,5052.42,16246.51,5162.01,2540.97,3490.8,661.79,2924.02,2971.43,1592.15,20410.68,6917.6
Tanzania,TZA,1994,1880.17,5043.9,16140.38,5127.43,2523.17,3323.82,667.99,2886.49,2851.96,1657.73,20216.61,6814.79
Tanzania,TZA,1995,1847.28,4920.42,15769.46,5022.96,2471.19,3115.37,660.3,2828.93,2695.97,1705.87,19690,6611.91
Tanzania,TZA,1996,1858.32,4811.39,15538.58,4969.05,2435.68,2938.67,655.72,2753.35,2590.09,1734.17,19330.16,6493.71
Tanzania,TZA,1997,1856.01,4625.28,15219.3,4884.61,2372.99,2728.2,646.28,2658.36,2489.96,1746,18732.12,6330.44
Tanzania,TZA,1998,1832.63,4357.94,14757.58,4754.48,2281.25,2504.03,628.78,2570.52,2380.05,1756,17864.27,6098.87
Tanzania,TZA,1999,1765.56,4009.86,14067.04,4542.24,2149.14,2285.31,598.28,2448.81,2245.13,1725.72,16721.58,5755.72
Tanzania,TZA,2000,1680.96,3624.98,13123.36,4262.96,1988.86,2099.92,562.07,2313.66,2072.09,1665.44,15403.13,5342.95
Tanzania,TZA,2001,1627.78,3308.82,12354.1,4034.14,1851.91,2008.47,536.61,2188.74,1905.7,1600.88,14353.76,5006.23
Tanzania,TZA,2002,1586.43,3037.45,11784.88,3860.31,1735.66,1982.79,524.19,2071.83,1760.78,1537.29,13537.18,4740.21
Tanzania,TZA,2003,1571.13,2847.4,11483.92,3775.29,1661.85,2019.5,528.09,1979.06,1657.28,1482.07,13088.62,4591.2
Tanzania,TZA,2004,1543.78,2613.48,10962.93,3630.26,1568.15,2004.52,514.39,1887.55,1549.84,1419.03,12440.71,4351.12
Tanzania,TZA,2005,1494.98,2386.82,10407.49,3462.68,1479.33,1935.51,493.49,1805.86,1443.17,1359.78,11772.14,4096.57
Tanzania,TZA,2006,1480.1,2275.04,10261.08,3411.38,1449.05,1903.16,491.22,1754.8,1380.44,1317.47,11576.27,4019.83
Tanzania,TZA,2007,1509.34,2177.41,10081.14,3387.18,1431.4,1867.98,488.89,1732.46,1335.44,1293.42,11462.69,3972.39
Tanzania,TZA,2008,1488.86,2052.14,9891.81,3333.72,1402.54,1794.32,470.6,1752.16,1294,1303.45,11195.58,3846.44
Tanzania,TZA,2009,1514.9,1989.57,9868.14,3350.22,1405.07,1760.79,467.59,1774.59,1269.17,1318.64,11199.87,3824.31
Tanzania,TZA,2010,1479.27,1879.52,9659.62,3286.42,1376.87,1681.1,443.42,1783.8,1235.6,1327.97,10933.86,3675.74
Tanzania,TZA,2011,1510.6,1810.46,9477.35,3254.97,1366.4,1629.98,430.44,1769.87,1213.53,1318.79,10856.81,3581.56
Tanzania,TZA,2012,1578.47,1763.14,9321.64,3235.15,1362.59,1589.18,424.37,1728.23,1181.27,1288.67,10865.49,3528.45
Tanzania,TZA,2013,1492.76,1617.44,8766.21,3057.15,1293.58,1456.69,395.15,1670.22,1097.63,1247.49,10271.47,3259.74
Tanzania,TZA,2014,1434.49,1477.24,8206.71,2889.94,1230.34,1328.73,355.86,1631.73,1036.33,1220.66,9712.62,2993.56
Tanzania,TZA,2015,1438.73,1458.74,8169.34,2891.66,1241.12,1292.6,360.98,1602.68,1015.76,1199.36,9813.83,2954.63
Tanzania,TZA,2016,1416.1,1354.51,7672.61,2752.28,1192.2,1181.29,334.1,1565.39,979.76,1172.45,9358.42,2736.01
Tanzania,TZA,2017,1404.24,1272.81,7289.75,2640.81,1156.43,1084.48,312.65,1549.61,960.85,1158.25,8985.47,2552.08
Thailand,THA,1990,590.05,486.23,1428.42,290.87,856.2,375.76,61.93,685,663.99,279.62,2629.19,559.84
Thailand,THA,1991,553.74,414.76,1232.62,258.32,750.74,324.82,54.22,620.24,594.92,256.46,2360.51,476.37
Thailand,THA,1992,515.26,354.76,1072.21,230.47,659.36,281.77,47.39,563.08,534.46,235.65,2121.2,407.13
Thailand,THA,1993,484.84,308.51,939.92,208.57,586.28,248.26,42.3,513.63,484.81,217.36,1932.39,352.72
Thailand,THA,1994,460.91,273.8,838.08,192.04,529.75,223.67,38.19,471.57,446.3,201.92,1792.94,313.26
Thailand,THA,1995,442.95,247.51,750.28,178.45,484.09,205.1,35.61,431.95,413.8,187.03,1687.2,284.32
Thailand,THA,1996,428.27,224.79,669.37,165.97,442.99,188.53,34.12,392.76,382.69,171.81,1586.2,259.82
Thailand,THA,1997,406.64,202.27,597.57,153.68,402.81,172.17,32.55,356.6,350.61,157.29,1470.46,235.61
Thailand,THA,1998,398.91,187.3,550.94,148.53,379.48,162.05,31.41,343.42,334.56,152.68,1399.41,220.51
Thailand,THA,1999,398.75,181.2,517.73,146.56,364.46,158.81,33.13,313.32,322.32,140.11,1386.68,216.35
Thailand,THA,2000,374.43,162.46,451.93,135.12,327.6,145.19,30.47,279.81,296.69,126.07,1276.91,196.71
Thailand,THA,2001,359.64,146.99,393.52,124.46,294.27,134.63,28.67,249.88,275.59,113.56,1187.28,180.57
Thailand,THA,2002,339.57,131.13,341.85,113.47,259.31,124.08,26.75,221.2,252.98,101.41,1089.43,164.02
Thailand,THA,2003,319.06,117,297.08,103.18,227.74,114.35,24.85,196.45,232.01,90.91,997.05,149.15
Thailand,THA,2004,294.8,103.43,251.94,92.93,197.81,103.73,23,170.18,208.67,79.4,901.04,134.19
Thailand,THA,2005,267.89,91.68,214.17,83.12,173.02,92.92,21.2,146.84,185.76,69.07,808.4,120.48
Thailand,THA,2006,247.76,82.32,180.11,74.24,153.86,83.32,19.56,127.49,164.84,60.32,731.22,108.96
Thailand,THA,2007,224.16,72.7,149.46,65.09,135,73.13,17.99,109.94,142.64,52.4,651.15,96.92
Thailand,THA,2008,200.42,63.27,121.52,56.52,117.3,63.14,16.5,95.27,121.36,45.76,571.66,85.25
Thailand,THA,2009,176.7,54.59,99.51,49.01,101.55,54.03,15,84.39,103.09,40.83,497.66,74.12
Thailand,THA,2010,151.64,45.7,78.6,41.37,85.77,44.93,12.95,74.32,86.23,36.27,420.65,62.5
Thailand,THA,2011,138.29,40.31,64.35,36.99,75.98,39.37,11.68,66.88,76.25,32.94,374.57,55.47
Thailand,THA,2012,133.93,37.94,56.02,35.32,71.83,36.74,11.3,64.4,71.85,31.75,356,52.47
Thailand,THA,2013,120.71,33.62,46.07,31.51,63.89,32.14,10.4,58.19,63.44,28.8,318.51,46.73
Thailand,THA,2014,116.16,32.89,42.2,30.44,62.67,31.01,10.4,57.18,62.21,28.22,314.97,45.92
Thailand,THA,2015,109.7,32,38.27,29.02,60.94,29.71,10.37,54.53,60.33,26.93,309.93,44.86
Thailand,THA,2016,107.41,31.42,34.7,27.96,60.1,28.64,10.47,53.79,59.64,26.63,307.83,44.24
Thailand,THA,2017,97.77,27.82,28.47,24.5,53.81,24.89,9.38,49.81,54.07,24.64,275.49,39.31
Timor,TLS,1990,56.76,447.84,645.97,92.28,197.09,131.75,26.99,76.21,95.29,22.88,1036.82,411.9
Timor,TLS,1991,56.11,427.51,622.26,87.48,190.28,126.43,25.1,72.22,93.41,21.73,1005.83,395.59
Timor,TLS,1992,55.58,407.3,597.28,82.3,182.92,120.71,23.51,68.13,90.62,20.49,972.16,378.85
Timor,TLS,1993,54.34,386.04,570.01,76.63,174.7,114.61,22.05,64.15,87.02,19.3,933.32,361.19
Timor,TLS,1994,53,365.82,542.08,70.76,166.35,108.77,20.63,60.05,83.41,18.18,894.3,344.22
Timor,TLS,1995,50.85,346.07,514.94,64.65,157.81,103.22,18.97,56.01,79.82,17.29,853.78,327.21
Timor,TLS,1996,50.61,328.75,486.09,58.74,149.78,98.15,18.11,52.24,75.42,16.57,815.89,311.76
Timor,TLS,1997,47.81,302.79,447.08,51.43,137.68,90.48,16.6,48.12,69.62,15.74,754.63,288
Timor,TLS,1998,45.66,280.85,412.57,45.1,127.25,83.86,15.64,44.21,64.36,14.84,702.5,268.45
Timor,TLS,1999,42.13,262.84,390.08,40.59,118.91,78.35,14.99,42.06,60.44,14.45,660.25,252.3
Timor,TLS,2000,39.48,244.39,364.78,36.14,110.44,72.61,14.4,39.62,56.43,13.88,617.57,235.94
Timor,TLS,2001,36.78,219.85,331.6,31.32,100.02,65.48,13.18,36.92,51.9,13.22,563.03,214.31
Timor,TLS,2002,34.73,197.31,302.54,28.6,91.02,59.22,12.15,34.69,47.47,12.65,516.13,194.5
Timor,TLS,2003,33.71,179.52,279.99,26.78,84.27,54.41,11.47,33.01,44.2,12.23,482.28,179.34
Timor,TLS,2004,33.66,167.12,263.73,25.52,79.64,51.02,11.5,30.81,41.48,11.58,462.17,169.62
Timor,TLS,2005,32.21,147.78,236.04,23.06,71.76,45.63,10.53,28.57,37.48,10.88,420.76,151.96
Timor,TLS,2006,30.25,125.9,203.5,19.95,62.53,39.42,8.48,25.94,32.87,10.02,369.88,131.27
Timor,TLS,2007,29.73,112.02,182.6,18.26,56.85,35.4,7.39,24,29.62,9.42,340.29,118.21
Timor,TLS,2008,28.03,96.11,159.37,16.79,50.1,30.88,6.03,22.21,26.29,8.86,302.8,102.57
Timor,TLS,2009,25.48,81.67,139.71,15.47,43.75,26.79,4.76,20.77,23.39,8.42,266.82,88.1
Timor,TLS,2010,24,72.16,125.38,14.42,39.3,24.09,4.02,19.47,21.25,7.98,242.61,78.56
Timor,TLS,2011,23.31,64.3,112.59,13.53,35.45,21.86,3.63,18.39,19.5,7.6,221.75,70.6
Timor,TLS,2012,21.78,60.17,106.28,13.22,33.24,20.72,3.59,17.28,18.36,7.19,212.01,66.55
Timor,TLS,2013,20.39,54.95,98.51,12.68,30.57,19.25,3.34,16.45,17.17,6.87,198.13,61.18
Timor,TLS,2014,19.16,52.37,95.71,12.51,29.22,18.67,3.21,16.2,16.81,6.76,192.85,58.71
Timor,TLS,2015,19.32,50.42,92.89,12.29,28.11,18.27,3.06,15.97,16.67,6.66,189.18,56.77
Timor,TLS,2016,18.92,49.23,91.69,12.17,27.25,18.07,3.05,15.77,16.55,6.56,187.46,55.65
Timor,TLS,2017,17.67,46.67,88.18,11.75,25.63,17.35,2.85,15.62,16.09,6.48,179.7,52.75
Togo,TGO,1990,208.42,432.65,1526.12,471.01,176.45,314.34,100.49,379.03,222.15,179.08,1812.86,552.32
Togo,TGO,1991,210.36,424.57,1495.6,464.06,172.67,305.71,95.97,371.83,216.53,177.12,1801.13,538.16
Togo,TGO,1992,211.18,414.41,1457.24,454.95,167.91,295.74,91.24,364.87,210.89,174.58,1777.91,521.41
Togo,TGO,1993,211.64,408.61,1440.95,451.18,164.92,288.99,87.41,364.86,208.74,174.96,1769.2,509.99
Togo,TGO,1994,207.94,399.29,1417.32,444.15,160.61,280.21,82.84,365.48,206.35,175.48,1741.47,494.37
Togo,TGO,1995,206.05,386.85,1376.14,433.5,154.97,269.55,77.89,364.58,202.81,175.4,1694.44,475.38
Togo,TGO,1996,204.4,374.96,1335.57,422.14,148.86,258.88,73.53,362.75,198.54,175.28,1643.69,455.83
Togo,TGO,1997,206.97,366.76,1296.92,413.69,143.49,250.54,70.09,361.73,195.3,175.94,1605.13,440.66
Togo,TGO,1998,205.68,363.68,1285.84,410.52,139.85,246,67.81,364.66,193.44,178.66,1587.76,432.06
Togo,TGO,1999,207.93,358.42,1258.24,405.51,135.51,239.67,65.33,364.87,187.38,179.99,1561.63,420.8
Togo,TGO,2000,203.72,351.48,1240.46,399.91,131.32,233.07,63.11,364.02,179.62,180.56,1533.76,409.45
Togo,TGO,2001,202.89,345.87,1223.67,396.23,127.84,227.09,62.03,363.55,170.96,181.24,1512.43,400.09
Togo,TGO,2002,204.47,356.82,1257.38,407.64,129.28,231.75,64.34,361.27,167.63,181.4,1564.77,411.15
Togo,TGO,2003,189.75,337.75,1217.59,393.07,122.67,218.24,60.26,356.72,156.34,180.52,1490.66,388.65
Togo,TGO,2004,176.89,317.19,1166.8,377.27,116.16,204.64,56.02,351.36,144.96,179.12,1413.04,364.26
Togo,TGO,2005,167.38,300.12,1126.71,364.3,111.1,193.26,52.45,345.64,134.93,177.31,1353.13,344.05
Togo,TGO,2006,166.41,286.69,1091.34,356.1,107.83,185.77,50.34,340.03,126.48,175.13,1317.22,329.2
Togo,TGO,2007,160.77,263.82,1037.29,339.93,102.33,173.76,46.68,332.36,116.14,171.82,1247.77,305.16
Togo,TGO,2008,159.26,248.84,1001.9,331.04,99.25,167.26,44.88,322.04,107.94,166.89,1217.8,291.18
Togo,TGO,2009,159.01,238.56,983.94,326.87,97.72,163.78,43.96,311.91,101.46,162.05,1210.69,282.44
Togo,TGO,2010,155.42,222.17,941.99,315.32,94.15,155.61,41.53,301.79,94.19,157.35,1168.05,265.53
Togo,TGO,2011,155.56,211.28,910.44,307.47,91.71,150.48,40.14,287.88,90.17,150.71,1149.3,254.41
Togo,TGO,2012,153.37,194.3,854.96,292.27,87.17,140.74,37.34,274.39,85.45,144.27,1096.85,235.65
Togo,TGO,2013,137.99,173.28,793.86,271.46,81,127.88,33.44,260.63,80.83,137.66,1018.61,212.02
Togo,TGO,2014,129.21,154.6,726.85,251.26,75.11,115.98,30.04,244.21,77.97,129.58,947.87,190.17
Togo,TGO,2015,152.38,136.13,636.68,230.53,69.05,103.89,26.5,229.11,75.19,122.14,872.1,168.32
Togo,TGO,2016,140.02,118.44,576.13,210.45,63.23,91.74,23.17,218.26,71.69,117,792.81,146.99
Togo,TGO,2017,129.98,105.65,532.67,196.34,59.21,83.25,20.64,209.09,69.88,112.64,740.35,132.14
Tonga,TON,1990,0.47,0.32,2.76,0.37,0.85,0.59,0.16,0.85,0.51,0.47,4.92,0.69
Tonga,TON,1991,0.47,0.31,2.63,0.35,0.83,0.56,0.15,0.82,0.49,0.45,4.77,0.66
Tonga,TON,1992,0.46,0.28,2.45,0.32,0.78,0.53,0.14,0.78,0.47,0.43,4.52,0.62
Tonga,TON,1993,0.46,0.27,2.39,0.31,0.77,0.52,0.14,0.78,0.47,0.42,4.47,0.6
Tonga,TON,1994,0.46,0.26,2.31,0.29,0.76,0.5,0.13,0.77,0.46,0.42,4.36,0.58
Tonga,TON,1995,0.46,0.25,2.22,0.28,0.74,0.48,0.13,0.76,0.45,0.41,4.27,0.56
Tonga,TON,1996,0.46,0.24,2.15,0.27,0.73,0.47,0.13,0.76,0.45,0.4,4.19,0.55
Tonga,TON,1997,0.45,0.23,2.03,0.24,0.7,0.45,0.12,0.75,0.44,0.4,4.03,0.52
Tonga,TON,1998,0.44,0.21,1.93,0.23,0.67,0.43,0.12,0.74,0.43,0.39,3.86,0.49
Tonga,TON,1999,0.47,0.22,1.98,0.23,0.71,0.46,0.13,0.74,0.44,0.38,4.12,0.52
Tonga,TON,2000,0.46,0.21,1.88,0.21,0.69,0.44,0.13,0.73,0.43,0.37,4.01,0.5
Tonga,TON,2001,0.47,0.21,1.82,0.2,0.68,0.43,0.13,0.74,0.44,0.37,3.95,0.49
Tonga,TON,2002,0.48,0.2,1.76,0.19,0.67,0.42,0.12,0.75,0.44,0.37,3.91,0.48
Tonga,TON,2003,0.49,0.19,1.68,0.18,0.66,0.42,0.12,0.76,0.44,0.36,3.86,0.47
Tonga,TON,2004,0.49,0.18,1.57,0.17,0.64,0.4,0.11,0.75,0.44,0.36,3.72,0.44
Tonga,TON,2005,0.49,0.18,1.48,0.16,0.62,0.39,0.11,0.72,0.43,0.34,3.65,0.43
Tonga,TON,2006,0.5,0.17,1.44,0.16,0.62,0.39,0.11,0.72,0.43,0.34,3.65,0.42
Tonga,TON,2007,0.5,0.17,1.38,0.15,0.61,0.38,0.1,0.71,0.42,0.33,3.59,0.41
Tonga,TON,2008,0.49,0.16,1.29,0.14,0.58,0.36,0.1,0.7,0.41,0.33,3.44,0.39
Tonga,TON,2009,0.48,0.15,1.2,0.13,0.55,0.34,0.1,0.67,0.39,0.31,3.29,0.37
Tonga,TON,2010,0.48,0.15,1.14,0.13,0.54,0.34,0.09,0.64,0.38,0.3,3.25,0.36
Tonga,TON,2011,0.45,0.14,1.04,0.12,0.5,0.32,0.09,0.6,0.36,0.28,3.06,0.33
Tonga,TON,2012,0.4,0.13,0.95,0.11,0.47,0.3,0.08,0.57,0.34,0.26,2.88,0.31
Tonga,TON,2013,0.38,0.12,0.87,0.11,0.44,0.28,0.08,0.54,0.32,0.25,2.72,0.29
Tonga,TON,2014,0.36,0.11,0.8,0.1,0.42,0.26,0.08,0.51,0.3,0.23,2.57,0.28
Tonga,TON,2015,0.33,0.1,0.73,0.1,0.39,0.25,0.07,0.48,0.29,0.22,2.42,0.26
Tonga,TON,2016,0.3,0.1,0.67,0.09,0.37,0.23,0.07,0.46,0.28,0.21,2.29,0.24
Tonga,TON,2017,0.29,0.09,0.61,0.08,0.35,0.22,0.06,0.44,0.26,0.2,2.19,0.23
Trinidad and Tobago,TTO,1990,11.92,1.8,0.96,2.94,5.58,1.82,0.65,8.42,6.86,2.93,25.16,2.08
Trinidad and Tobago,TTO,1991,11.51,1.72,0.85,2.77,5.25,1.75,0.65,7.5,6.5,2.61,24.33,1.99
Trinidad and Tobago,TTO,1992,11.19,1.65,0.74,2.64,4.99,1.68,0.66,6.96,6.23,2.43,23.63,1.91
Trinidad and Tobago,TTO,1993,10.63,1.56,0.64,2.48,4.69,1.6,0.67,6.27,5.84,2.2,22.68,1.81
Trinidad and Tobago,TTO,1994,10.36,1.53,0.57,2.41,4.55,1.58,0.69,5.72,5.71,2.01,22.58,1.78
Trinidad and Tobago,TTO,1995,9.91,1.48,0.52,2.31,4.37,1.54,0.73,5.18,5.48,1.82,22.18,1.73
Trinidad and Tobago,TTO,1996,9.76,1.41,0.46,2.23,4.22,1.47,0.69,5.17,5.31,1.83,21.42,1.64
Trinidad and Tobago,TTO,1997,9.3,1.31,0.4,2.09,3.97,1.37,0.63,4.94,5.03,1.76,20.24,1.53
Trinidad and Tobago,TTO,1998,8.91,1.22,0.35,1.98,3.79,1.29,0.59,4.84,4.82,1.73,19.31,1.43
Trinidad and Tobago,TTO,1999,8.7,1.17,0.32,1.91,3.7,1.23,0.55,4.87,4.71,1.79,18.76,1.37
Trinidad and Tobago,TTO,2000,7.96,1.03,0.27,1.74,3.41,1.09,0.5,4.98,4.28,1.87,16.84,1.22
Trinidad and Tobago,TTO,2001,7.76,0.94,0.24,1.64,3.27,0.98,0.47,5.35,3.98,2.08,15.51,1.12
Trinidad and Tobago,TTO,2002,7.91,0.88,0.22,1.63,3.29,0.93,0.44,5.97,4.02,2.3,14.97,1.08
Trinidad and Tobago,TTO,2003,7.68,0.81,0.19,1.55,3.17,0.86,0.4,5.95,3.93,2.25,14.14,1.02
Trinidad and Tobago,TTO,2004,7,0.71,0.15,1.39,2.89,0.75,0.36,5.64,3.6,2.08,12.6,0.92
Trinidad and Tobago,TTO,2005,6.51,0.65,0.13,1.29,2.71,0.69,0.32,5.47,3.43,1.97,11.61,0.85
Trinidad and Tobago,TTO,2006,5.93,0.57,0.1,1.14,2.43,0.62,0.28,5,3.12,1.75,10.33,0.75
Trinidad and Tobago,TTO,2007,5.72,0.54,0.1,1.08,2.32,0.59,0.26,4.84,3.03,1.65,9.86,0.72
Trinidad and Tobago,TTO,2008,5.89,0.55,0.1,1.11,2.39,0.61,0.25,5.07,3.17,1.7,10.08,0.74
Trinidad and Tobago,TTO,2009,5.92,0.55,0.1,1.13,2.42,0.63,0.23,5.08,3.27,1.69,10.29,0.75
Trinidad and Tobago,TTO,2010,5.61,0.54,0.1,1.1,2.33,0.62,0.21,4.74,3.18,1.56,10.05,0.73
Trinidad and Tobago,TTO,2011,5.57,0.52,0.09,1.06,2.25,0.59,0.2,4.55,3.07,1.49,9.73,0.71
Trinidad and Tobago,TTO,2012,5.31,0.52,0.09,1.06,2.23,0.59,0.2,4.49,3.06,1.47,9.67,0.71
Trinidad and Tobago,TTO,2013,5.13,0.51,0.09,1.06,2.18,0.57,0.2,4.39,3.01,1.43,9.52,0.7
Trinidad and Tobago,TTO,2014,4.71,0.5,0.09,1.03,2.12,0.54,0.19,4.24,2.93,1.38,9.26,0.68
Trinidad and Tobago,TTO,2015,4.61,0.48,0.08,1.01,2.07,0.52,0.19,4.15,2.88,1.34,9.06,0.67
Trinidad and Tobago,TTO,2016,4.45,0.48,0.08,0.99,2.02,0.49,0.19,4.05,2.84,1.31,8.9,0.66
Trinidad and Tobago,TTO,2017,4.35,0.47,0.08,0.98,1.98,0.46,0.18,3.98,2.8,1.28,8.75,0.65
Tunisia,TUN,1990,240.7,51.62,91.42,62.16,234.5,26.09,12.67,88.92,142.51,48.87,724.5,117.48
Tunisia,TUN,1991,222.64,43.81,72.46,54.13,206.98,22.48,11.3,82.81,128.24,45.54,640.78,101.92
Tunisia,TUN,1992,202.69,36.92,56.71,46.65,181.25,19.19,9.97,76.13,114.39,41.84,560.44,87.8
Tunisia,TUN,1993,181.19,30.73,44.47,39.95,157.39,16.13,8.62,70.75,101.44,38.8,481.98,74.52
Tunisia,TUN,1994,158.97,25.22,34.2,33.92,135.05,13.29,7.54,65.47,88.42,35.81,406.45,62.53
Tunisia,TUN,1995,137.78,20.63,25.8,28.51,115.28,10.83,6.81,59.71,75.83,32.53,339.59,52.38
